id,text
636,"I found my favorite restaurant in the world. I travel extensively and have had the great fortune of eating at some of the top restaurants in the world. This restaurant by far was the most flavorful, artistic and fun. I took my parents here for their 60th birthdays. I have never seen them laugh so much during a meal. This was their first experience with this type of food and with it being very interactive kept them busy and inquisitive for 6 hours. I hope to return for my Birthday."
637,"if i could give alinea more than 5 stars, i totally would. but alas, that is not an option. this review is long overdue. i came here with a close friend for my birthday last year (october 2008), and it was beyond all my expectations. and really it's beyond anything i can describe. yes it's very expensive but it's one of those things that if you have the money, i definitely recommend trying because it is such an experience. from the moment i walked in the door, everyone was attentive and there to make my experience an amazing one. the food was more than wonderful and more than just a meal. all the wine pairings were spot on as well. we did the 12 course and left pretty full but not so full we needed to be rolled out the door. grant achatz signed our menus at the end of the night, and that's going on my wall!"
638,"My husband and I received a gift card here as a wedding gift. It took a couple of months to get a reservation but the wait was worth it. I think we can both say that it was an amazing experience and the food was phenomenal. Its impossible to describe what the meal was like unless you have experienced it yourself. If you are celebrating something special and you have the cash to do it, I would recommend going to this one of a kind place. The meal was unforgettable!"
639,"Ok, I'm going to split this into two parts. The ""experience"" and the food. Did the Tour with the wine pairings. Experience wise, I'd give this place 5 stars. The atmosphere, the level of service, the presentation, are all perfect as you would expect. This is an experience that few will ever see a glimpse. Now to the food. The food is definitely different and covers a wide range of flavors, and for innovation I would give it a 5. That said, I can honestly say its not the most amazing meal I've ever had. I'd rate the food on a pure taste level a 2, and since alinea is a restaurant, i feel the food is what i should rate(gave it 1 more star because of the experience). I feel a lot of these reviews that give 5 stars, and comment that this is the most amazing place outstanding, etc are people who are just too scared to admit they just dropped a considerable chunk of change on food that actually didn't taste good, or their rating the experience. I will probably never go here again unless someone is paying for me. During our meal I can honestly say we were the youngest people there, and probably having the most fun. Sat on the second floor, in the back corner for two. Alinea is in its own price range, but others I would consider in place of Alinea would be Moto, or for a downright deal I love Bonsoiree(BYOB)."
640,"If you are reading Alinea reviews on Yelp you need to just suck up your nerve and go. It's expensive, pretentious, and worth your time. I have eaten better food but never seen more creative ways to prepare and serve it. The overall experience is fascinating. The service staff (hard to call them waiters) performs a subtly choreographed placement and pickup. Each dish is engineered rather than prepared. You won't find a more interesting way to wile away four hours."
641,"Alinea is grown-up entertainment for the adventurous palate. We had the 12 course tasting menu, and almost every bite was amazing and wonderful. There were a couple of dishes that kind of fell flat (dessert isn't really their forte) but even at $600 for two people, I felt I got my money's worth. Absolutely creative and delicious and amusing - you could feel the chef's playfulness in some dishes, his nostalgia in others. The service was excellent and friendly, explaining how to approach certain dishes with unusual presentation (bacon on a wire, anyone?) without talking down to us. Since our meal, we have tried to reproduce certain dishes (or at least use flavor elements in simpler dishes) because the memory of the meal is just so damn good. We don't look like your typical fine dining couple, but we were treated with respect and the whole experience is one I wish I could repeat often."
642,"I had no idea what this place was about as I was in Chicago on a quick business trip and was asked to join some friends and colleagues last minute. It's incredible! By far the best restaurant I've been to. Looking at the menu and prices, you try very hard to find something wrong with it, however, it's simply just fantastic. For the six of us, the bill was easily over $2k, so be prepared to fork over the card!"
643,My girlfriend took me here two years ago. It was truly a unique experience. I recommend everyone to try this place once in their lifetime. It's science meets culinary art. We had the grand course meal with the wine pairing. I suggesting doing the wine pairing since you're already over budget. What's another $200. I highly recommend this place if you can afford it.
644,"When one of our waiters referred to the vanilla mascarpone roll as ""crack cocaine"", I knew I was in heaven. Ridiculous food, even better service."
645,"One of the best meals I have ever had. Great flavors, very inventive molecular gastronomy, impeccable wait staff. Would go back in a heartbeat!"
646,"After my first dinner at Alinea, I wrote the following in my dining notes: ""I just got back from the longest meal I think I've ever eaten."" Alinea is another hot new Chicago restaurant offering immersion in post-modern cuisine. There's a (no longer) recent review that actually highlights a lot of the cuisine that I sampled that night -- and sampling it was, as we went for the ""tour,"" which that night was a 26-course tasting menu that lasted five hours. It was worth the hype and every penny, however; it's simply a phenomenal place. Many courses were ""really good"" or better; the consistency was unexpectedly high throughout the entire meal. Perhaps my favorite course was squab in mushroom soup with foie gras foam, the extra details of which I could not recall at this moment I wrote the review up (it was simply too difficult to keep in my head; unlike moto, there are no printed menus from which to pull notes, and I didn't keep a notebook with me through dinner). I've been a fan of Grant Achatz's since his tour at Trio in Evanston; as seems to be the pattern (set perhaps by Rick Tramonto and Gale Gand when they went off to start Tru), a fair number of the highly-skilled waitstaff there were from the old days of Trio. Service was precise and elaborate; the room was modern and gorgeous -- the entryway is simply amazing in and of itself! Although the food did not peak at the levels that moto peaked at, I felt it was more consistent (though not due to a lack of experimentation and risk) and still ended up placing Alinea as one of the five best restaurants in Chicago today. (If you're looking for the other four in my highly-subjective, highly-opinionated, ephemeral list: Moto, the Dining Room at the Ritz-Carleton, Charlie Trotter's, and Les Nomades.) Yes, $175 is a hefty price for a tasting menu -- but what a tasting menu! It's also perfectly in line with the other new stellar greats in the US, such as per se in New York, and is in fact perhaps ""a deal"" when compared to Alain Ducasse's restaurant at the Essex House or many of the stunning French restaurants or Michelin three star restaurants out there. The bottom line? If you are a lover of exciting, dynamic, and post-modern cuisine (and live in the Chicagoland area) -- make a reservation (which you'll need to do well in advance) and go. The next spring, on April 5 (my little personal historical marker of terrestrial position with respect to the sun), we went back. That time was notable in two extra ways: first, I did the wine flight along with the tour; second, I got a copy of the menu to take home as a keepsake (a little thing I like to do sometimes -- call me sentimental, I guess). So I figured I'd just share the menu and review it as best as I could remember (bearing in mind that I was already up past my bedtime and was barely staying awake even as I type this), before too much time passed and I lost the thread of it entirely. I was far too tired that night to attempt such a herculean feat. Even with memory fading, it took all the free time I had over the course of two four days. [Yelp has a 5000 character limit, so I had to erase the dish-by-dish review from here.] In short, was this the best meal I had ever had? Absolutely not. I have had meals of pure perfection at Charlie Trotter's and Daniel's. Was this in the next level down? Absolutely. It's a great experience, with some stellar, amazing, wonderful, exceptional food, and some incredibly good dishes. (And one stinker that second time.) Was it worth the $175 tour price? Absolutely, if you're into the finest kind of dining adventure. Was the wine flight worth it? Yes, but only on special occasions (but then, I don't drink much any more anyway). In this case: absolutely. A memorable meal, a nice evening, a gorgeous room and building. Oh, and as opposed to last time: this one only took four hours. Record time! I could have written more, or found more links for the wines, or any number of things, but it had already taken a week, and I felt like if I take any more time, it might never get out. So: I'd love to hear specific questions or feedback; leave comments, and I'll respond in kind. (This is a hybrid of two reviews I originally posted on 16 September 2005 and 12 April 2006.)"
647,"As good as it gets! is yelp's definition of five stars. I don't think I have ever written a five star review for which that is so thoroughly true. I came to Chicago, 7 months pregnant (so the last vacation for awhile!) specifically to eat here. And was I ever satisfied! It's probably lucky for me that Alinea is in Chicago and not San Francisco, or else I would blow way way way too much money here on a regular basis."
648,"interesting dishes, impeccable service(with the exception of a snooty waiter), entertaining sommelier, spectacular dessert/show, and, a nifty entrance all for only $1100 for 4.(2 of us didnt get the wine pairing). would i do it again? nah"
649,"I don't know if I can do justice to the experience (not just the food experience) that occurred the night we went, so I'm not going to try. Although, there was this one dish that I particularly want to emphasize: The second course of the evening came with a ""thai distillation"" that the kitchen distilled itself from lemongrass, thai chilies, and fish sauce. I caught a whiff and almost shed a tear because I could not believe just how much it smelled of home. It was the perfect encapsulation of everything beautiful about Thailand - in liquid form. A perfectly clear liquid so smooth and packed with so much memory-conjuring emotion. My fellow diner took a whiff and nodded his head urgently in agreement. If someone asked me to describe why Thailand is so amazing, I would simply hand them a shot of that distillation. It brought me home, tickled my amygdala in the brain that controls emotions and activated an undeniable homesickness that I have never experienced in food. I would strongly suggest, like other reviewers, to go with the ""tasting"" menu for your first time...it really is A LOT of food especially with the wine pairings. The dinner was such an experience it was worth every. single. penny."
650,"Outstanding menu and certainly worthy of the accolades. I feel I would be repeating the 5 star reviews. Thus, I'll leave some advice if you are thinking of dining here. One, don't be shy to take a picture of the food. It is definately worthy of your FB or Flickr page. Two, if you are driving, drive slowly when you are north bound on Halsted because it can be difficult to spot. Three, the meal is an event within itself . So don't try to couple it with a Steppenwolf play. Lastly, if you don't do the wine pairing, talk to the somelier for suggestions. A poor pairing can ruin the meal."
651,"I Had the Tour menu and the wine pairing that's the best why to really know what Alinea is all about. Everything was out of this world! and I loved all the dishes and all the wines. I didn't like that Chef Grant Achatz was NOT cooking that night (Thursday march 11) but he runs a good crew, so everything came out just fine. The pork belly is what I really enjoyed. I still have dreams about that playful dish."
652,"I will just be repeating what everyone else here as said--it was amazing. We went for my 30th birthday, planned the trip to Chicago solely to eat at Alinea. It was great and well worth it. The dishes that stand out to me are the English Pea, the hot potato cold potato, the truffle explosion and the Short rib beggar's purse. All 19 courses were very good, some were mind blowing. We did not do the wine pairing, we had one bottle of pinot noir and our bill was about $730 for 2 people. Definitely the most money I have ever spent on a meal, but worth it. Go if you get the chance. The only bad thing--my husband and I feel spoiled now. We went to some other restaurants in Chicago and they just did not compare."
653,Was here for my b'day. This place does not disappoint. Absolutely worth every penny. The wine pairing is perfect to be shared by two. Else you are bound to get drunk! Service/design/food/decor was impeccable. Do not think twice before dining here!
654,"excellent, but I can't say that it knocked me off my feet. I had high expectations if this place, and while they were met, they were not exceeded. some of the dishes were not very pretty in my 12 course meal. for example, the chocolate dessert looked like pooh on a plate. But some of the dishes were incredible. Overall a very nice dining experience. I like how they kept topping off my wine during each course (some restaurants are pretty cheap when it comes to the wine pairings), but for the $90 extra you are paying, I guess it's should be expected. I also thought that $7 for a cup of coffee is just insane. Did they roast the coffee themselves?! Geez."
655,Food was just a little too science laboratory for us. But we will definitely not forget the experience....and I guess that is what this place is all about.
656,Obviously the food is very interesting. Had a very nice time. Absolutely worth the experience to go once but I don't think it is worth the expense to go again and again.
657,"My dining experience at Alinea absolutely blew me away. I have dined at some of the finest dining establishments in Chicago, but nothing compares to Alinea. It took 1, 2 months to get a table, and the place was slightly difficult to find, considering that there are no signs outside with the restaurant name (from the outside it looks like someone's house). We went with the smaller tasting menu (still had over 10 courses though), and had the wine pairing. Every single dish was like a piece of art, and there were plenty of surprises. Some of the dishes were in solid form, but once you pop it into your mouth, they immediately turn into liquid. Chef Achatz is just amazing! Service was also very good, like a well-oiled machine. As soon as we finished a dish, it was promptly removed, and soon afterwards the next course would appear. Our servers were very knowledgeable of the food and wines. Many of the courses were really small in portion, but at the end of the night (after 4+ hours), we were stuffed. A true once in a lifetime experience."
658,"Well, this is a place to save for a night that you truly have time to take in the experience. I think that the numerous small plates you sample throughout the night are each a little bit like a piece of art. You almost need to study each plate and take time to appreciate the nuances. That said, I would not show up here starving and hoping for a satisfying meal. If you want that, I'd go out for a nice steak! You'll have to patiently wait for each small mini-course to make its way to your table. The only reason I gave this restaurant 4 stars is that I thought the somber demeanor of the servers got a bit old. I'm sure they are told to act ""professional,"" and thus they don't crack a smile. I also got really sick of being chased by the servers every single time I got up to use the restroom- apparently customers are not allowed to be troubled with opening the bathroom door by themselves:)"
659,"If you want a really unique meal and don't mind shelling out the dough, come to Alinea. It was a one of a kind experience, and I thought the food was fabulous. We had the 12 course meal, and it was definitely filling enough. It also took us nearly 4 hours, and I can't imagine how long the 24 course meal would have taken. The only negative I found was that the waitstaff definitely hovered, making it a little difficult to have a conversation without feeling awkward. Even so, worth it once."
660,"What can you say, it's unique, unbeatable dining. My mother is on a low-glycemic diet for medical reasons, and the staff accommodated by replacing white wheat flour in the dishes. The sommelier was (of course) helpful and knowledgeable."
661,"Absolutely incredible - one of the best, if not THE best, meal I have ever had. I assumed I would not LOVE this place, because of my (slight) aversions to molecular gastronomy and multihour, dozen+ course dinners. Alinea won me over big time. First of all the food, while often extremely unique and sometimes bizarre, was always delicious. And their focus on aromas as well as taste (with incredible showmanship around the delivery of the aromas!) was something I have never experienced before and was such a treat (and really did add to the experience). Really just a miraculous meal. The service was PERFECT. And I have to strongly disagree with one reviewers' comments that the staff was stiff - they were absolutely not when we were there. Professional and knowledgable to the utmost, but also relaxed and funny - especially one gentleman named Marlin (I think). He was a true pleasure. Five stars through and through. I will be back when I am next in Chicago - wild horses couldn't keep me away."
662,"All I say is WOW! This is my second time after the Chef was diagnosed with cancer and now in remission. This is truly amazing, nothing compares with the ingenuity and service here. Definitely the number one restaurant in the US!"
663,Walt Disney World for your mouth!:-) VERY EXPENSIVE!!!
664,"First the facts... - Dinner lasted almost 4 hours. We were seated at 5:45 for a 6:00 reservation (we weren't the first ones in the restaurant). They don't have a bar. - We had around 17 courses. The menu that's currently online is pretty much what we were served. - About 1/3 to half of the courses didn't require silverware to eat. Many were single bite meals and we also had some ""shooters"" from either clam shells or a test-tube. Fingerfoods at Alinea...our kids would have been right at home. - One of us had the wine pairing which they kindly printed on the menu that we were given at the end of the meal to take home...adds about 3/4 of the meal price to the bill. - We sat on the ground floor which is the smaller dining room. The main one is on the second floor. - The kitchen is also on the ground floor and visible from the bathroom entrance - I witnessed no less than 15 chefs in the kitchen including the mastermind himself plating dishes. The kitchen was very quiet. Everyone knew what they were supposed to be doing. - We saw two people in a small room between the bathroom door and kitchen whose full time job appeared to be washing dishes (they use a lot in the service) - Waitstaff were everywhere...all men. The only woman was the hostess. But I think there were some women chef in the kitchen. - Most expensive meal we've ever had (by far) but the occasion made it well worth it. Now the subjective stuff... - I felt like I witnessed and experienced the product of a man who was part chef, part chemist, part artist, part mad scientist. The man is simply brilliant. - The presentation was really unique for each course - Malaysian driftwood? test tubes? vanilla bean as a eating utensil? - The food itself, was very good. Some of the course were definitely better than others. But the sheer number of courses made it hard for me to appreciate any cohesiveness to the meal. While I was able to judge the flavor of each course on its own, I left feeling like I had 17 small bites instead of 1 glorious meal. - Definitely worth the experience but I would only recommend to people who had the right expectations. If you're only focused on the food, don't go. It's not just about the food. It's about the art, the creativity and the vision of one man translated into the setting, food, presentation and service. If you go in with that expectation and can appreciate the experience for all of that, then I think you will not be disappointed."
665,"My husband and I went on a Wednesday evening for the tour, yes all 26 dishes. While the food was generally good it was the experience that could not be beaten. There were genuine moments that I was astonished that vegetables or fruit or whatever could be transformed into something else yet retain the original flavor, however, the reason I've giving four stars is because I felt that too many of the dishes were ""foamed"" or ""freeze dried"" or ""jellied"" We didn't opt for the wine parings, but had the occasional glass of wine. I did have a great time, and it was so much fun anticipating what the next dish would contain. There were some dishes that I thought were amazing, like the hot potato cold potato, then there were some dishes that were not such as Tomato, as I was not a fan of the freeze dried mozzarella. However, we left completely stuffed and generally had a great experience. The staff was awesome, so knowledgeable and helpful. 4 hours later the final bill including tip came to just under $800, and was definitely worth it."
666,"I have been there 4 times now and each time is absolutely amazing. Each time he comes up with new and brilliant ideas for the food. Yes, its pricey and it takes a long time for the 12 or 20 course meals but its so worth it for the quality food and service. Staff definitely much friendlier than other upscale restaurants."
667,"The best, most exciting meal I have ever experienced. Well worth the price."
668,"If your looking for a high end, gastronomic experience than this is it. Chef Achatz has done it again and does it right. Creative & innovative, intimate & comfortable, this is the place to try food like you've never tried before!"
669,"Alinea lives up to the hype. The whole artistic dining experience is like being in another world! Plus, one of the servers looks exactly like Johnny Depp. Highlights: Entering the restaurant. It's like going through the wardrobe into Narnia, but with automatic silver doors and artistic lighting. The food and its presentation, especially the one-bite tempura-ed shad Roe, the compile-your-own pork belly spring roll, the duck in chamomile foam, and the earl grey and white chocolate dessert (served on an Earl Grey Creme pillow. Why don't they sell those at Pottery Barn?? The aroma was heavenly.) Their allergy accommodations: they made delicious substitutions and were careful to understand exactly what I could and could not eat. The wine pairings: all the wines are unique and have an interesting story behind them. They don't seem to encourage it, but one tasting is probably enough for two. If you split it in two glasses, they will probably charge you a little more because ""it will be 2/3 of what we usually pour"" instead of half and half. The sommelier is young with crazy hair (I wanted to ask him what he put in his hair to make it stay like that) but he grew on me because he is excited about presenting the individual stories of the wines. He speaks colloquially like most people in their twenties do, which makes him seem less formal and robotic than some of the staff. (I can see how the staff could come across as pretentious, but it's really just their job to guide you through the dining experience as it has been specifically designed in a fashion in keeping with the upscale atmosphere.) Bottom line: If you can afford this luxury dining experience with no guilt, you enjoy food and wine, you're open to trying new things and won't pick out all the ingredients you normally don't like (""Ew I hate asparagus and sweetbreads! I can't eat this!!""), and you understand that this is about more than just the food (the pillow is for clean utensils, and you drink the Thai flavors in a shot. Roll with it.) then go and have an incredible time!"
670,"What else can be said about Alinea? The whole experience was gorgeous, theatrical, exciting, surprising, etc, and on and on. Service was formal without being overly stuffy (for the most part), and the food was as delicious as I've heard it is. My only complaint: for the second to last course, every table around us got Grant Achatz paining on their table cloth with chocolate and coconut, but we were only given a normal presentation of mousse on plates and no Achatz. Why? Maybe because one of my dining companions was asking a lot of questions during the meal and the didn't want him distracting the chef? Who knows. Still, it was a fabulous experience. The Earl Grey dessert course kind of blew my mind."
671,"I had a lucky of enjoy it!! WoW such a great diner!! excellent service, extraordinary food!! everything is so perfect!!"
672,"We went to celebrate our 21st anniversary. A special place for a special occasion! Arriving at the non-descript entrance, you know you are in for a great meal when the door opens and you walk down a narrow angular corridor lit with soft red light that seems to come from somewhere far off in the distance. You turn into the restaurant and walk into a high ceilinged foyer with a view of the kitchen. It's a dramatic compression and release. The kitchen is a bustle of activity - perhaps 20 chefs and cooks working. We are escorted to the front room where there about 7 tables. The rest of the restaurant is not visible from here, but I heard there are about 20 tables. We are asked a few questions before the meal starts. These concern any food intolerances and our alcohol preferences. There are two different wine pairings - the standard and the reserve. The standard is 3/4 the price of the food and the reserve is the same price as the food. I decided to have the standard pairing. My wife decided to have a glass of Pinot Gris from Alsace. We told them we will eat anything. We were served 20+ courses. To describe each one would be too much. But there were some definite highlights. The ""hot potato, cold potato"" is a whimsical little treat - a cold truffled potato soup over which is floating hot globes of butter poached Yukon gold potatoes and shaved black truffle skewered with an accupuncture needle. You pull the needle out and the potatoes drop into the cold soup and then you pour the whole thing into your mouth like a shot. Wow! What a contrast of hot and cold, smooth and chunky, and the flavor lasts in your mouth seemingly forever. The ""truffle explosion"" is a delicate raviolo filled with black truffle essence ... a xiao long bao on steroids! Each course challenged you with it's inventiveness, complexness, playfulness, interactiveness, artfulness, hauteness. Every dish is plated in a unique way, with some of the plates custom made by an engineer specfically for the dish at hand. Our final dessert was memorable. Our table is covered by a clean vinyl tablecloth and the dessert is assembled by a pastry chef directly on the table. Dollops and balls of this and that, a miraculously congealing chocolate sauce, and then a liquid nitrogen frozen block of chocolate mousse that is fractured into small smoky pieces - it's like eating a personalized Jackson Pollock painting. The wines were excellent and there were several interesting and little known varietals that were served. The service was impeccable, attentive and prompt. This kind of food and drink requires a dedicated, coordinated and fully engaged waitstaff. The courses came out without a glitch and without undue delay. We finished our entire meal in about 3 hours. This was quite a memorable dinner, probably the most memorable dinner I've eaten. There's no way of getting around the expense of this meal but if you can do it, it's worth it."
673,"I'll make this quick...this was the best birthday dinner I've ever had. From the moment we walked in I was incredibly impressed by the service and ambiance of Alinea. Dinner was served over the course of 4 hours (which may seem long but we were enjoying ourselves, were in no rush, and probably extended the process) and each course was more inspired than the next (and there are quite a few courses). All I have to say is the food was AMAZING. You'd have to go yourself because anything I type won't do it justice. The chef even mailed a sign copy of the menu to me (at my request)."
674,Went here when it opened a couple years ago and it is still my top dining experience.
675,"Service was amazing and gracious. Well, food... need I say more? It is hard, sometimes, to pack enough flavor in tasting portions since they are so small, and I know chefs would season these dishes more heavily with salt to emphize flavors. There was none of that going on here. At Alinea the flavor of the ingredients shine, and half way through the meal I raised my head and said, ""Man, this guys are not shy on flavors."" The food was fun, exciting and emotionaly stirring. My wife and I were giggling through the entire meal like little school girls. We even got the chef to sign our menu (f'ing tourists...) and tour the kitchen. Our experience at Alinea was the highlight of our trip to Chicago. There was one thing though: at the price we were paying for for a 12 course tasting menu (4/15) I was expecting a little more luxury ingredients. But the interesting concept and execution of every dish more than made up for the lack of caviars and foie gras and abalone. Thank you chef and staff for an amazing experience."
676,"I came here with the hubs for my bday in January... yeah, I know my review is late, sorry! Anyway, the food was unbelievable. When you dine here, it's for the experience and to appreciate technique and flavor. You don't come here to chow down - almost all of the plates are one or two bites. My favorites included the kobe beef w/ the deconstructed a-1 sauce and the pork belly confit - so delicious I still dream about it. We had the tour (took about 4.5 hours) and the split wine pairings - however, it's not really split, more like small pours (which was more than enough), which they were kind enough to explain. The service is quite remarkable - we expected it to be a bit snotty, but everyone was really nice and friendly. My advice for anyone going here: do the wine pairings. It is so worth it. You are already spending a lot to eat here, do it right and get the wine!"
677,"I can't say that I loved every single course (there were 24 of them!), but I loved most of them and I loved the whole experience. They are amazingly creative with their dishes, both in flavors and in presentation. And the wine pairing was fantastic and spot on. The service was also impeccable...down to the last detail. I noticed that every time I used the bathroom, someone went in after to re-fold the ends of the toilet paper and empty the trash...so each person gets a completely fresh bathroom. It's certainly worth the experience...but maybe just once. Given the price tag on a dinner for two, I think we'll probably try a different restaurant next time we want to spend a thousand dollars on dinner."
678,"Oh mah gawd. The hot potato/cold potato. The rosemary scent filled pillow. The wine. The Truffle soup dumpling. The service. The specially crafted and designed table ware. If I lived in the Chi, I would be a regular. I'd be broke, but I'd be a regular. Worth every penny."
679,"A true foodie heaven. Small, artful, and luscious dishes that tantalize the palette. I am from the Bay Area, but love coming here when in Chicago. The 12 course menu is very filling and the kitchen does a great job of adjusting to individual needs (one in our group had an allergy and one did not eat red meat) ."
680,"Mind-blasting: The last course. Do not read online about any of the courses. (Kudos if you get the reference in this line) Fantastic: The service, 25% of the courses. Great & Inventive: Pretty much every other course. Okay: The sky-high price. (But hey, you only live once)"
681,Truly one of the best dining experiences ever! Have dined here four times and each time is just as good an experience!
682,"Wonderful experience. It waiters are very attentive, very professional and very knowledgeable about what is being served. The food was amazing. I recommend you try it at least once, may break the bank but worth it in my book if you like to try something new. The menu is awesome and they matched the drinks, food and bread choice up perfectly. The dry ice thing was cool to. My sister and I were there since she had a conference and I was tagging along. We did the 12 course with the drink pairings. Worth a shot at least once in your life time if you are in Chicago."
683,"If you can save your cash and justify a meal for the ages then call and make the rez. Alinea will not dissapoint. Do your homework, if you must but this is a WORLD CLASS dining experiance. I consider myself fortunate not only to have eaten at Alinea but dually fortunate to have such a place in my city."
684,"Ambiance was okaybut the service was excellent, the cuisine was innovative, challenging and playful, and the wine-pairing was almost spot on. I went there for my 22 birthday and somtime around thanksgiving. First time was difficult to secure a reservation (3 weeks in advance) but on the second time, my reservation was booked on a saturday night 4 days in advance. Both times, the receptionist was very nice about the booking. Entering in Alinea, I was immediately waited on every second of the way til I walked out the door. The server to table ratio is 1.5 :1 which is awesome. They seem to know when to talk and when to shut up, when to bring a meal out and when to wait a little longer. They were very polite and patient in explaining each course and wine flavor complementing it, the emotions it was supposed to invoke, etc. as I was not familiar with the culinary lingo. I would definately recommend the larger course and the wine pairing with. Their menus change constantly and its never the same two dishes. I wont go too much in detail with the dishes but experiencing it was worth the price to eat there. The wine pairing is a near perfect compliment to the dishes also. The whole experience, 20 some courses, lasted a good 5 hours and I was comfortably full in between. Overall, i recommend going there at least once if you live in chicago. Its not one of the best restaurants in US for nothing."
685,"i SO wanted to give this place five stars being a chi-town native AND for the wait and the expense but sorry they only get three. I made a reservation a couple months in advance for my dan mans bday. i thought what could be better then this futuristic concept? but when i got there i was disapointed to see that the decor was not inviting or worthy of the near 500 dollar meal. the website made the place look SO cool and pretty. it was cold, sterile, uninviting, and drab. it kind of reminded me of the movie 1984. the atmosphere was so quiet and echo-y that it made me feel uncomfortable and it was kind of dark. if you are going to make food of the future that is expensive as hell make the decor light, vibrant, attractive, and inviting. make it feel like you are experiencing something amazing. the food was okay. i liked that they were vegetarian friendly. but the rush of all these little food entrees at erratic speeds probably did not make me appreciate it as much as i should have. i felt uncomfortable like dining should be relaxed and casual not highly synchronized like clockwork to where you feel rushed. i will give them props for the dessert. it was a frozen mousse that they laid a rubber mat on the table and decorated it with chocolate drizzle and then they cracked the frozen mousse on the mat. like the dessert was table art. i thought that was pretty cool. but if they lighten up the decor and give the service a more relaxed feel i think it might be worth all that money."
686,well worth it. fun and interesting bites. really is all about the experience. each dish was beautifully presented and tasty. wine pairing I could have skipped and saved some $$$ :)
687,Sublime experience. I was still hungry after the meal but this is food as art at it's finest!
688,"Exquisite food, theatrical experience. Amazing - and worth every cent!"
689,"Best. Meal. Ever. Dining at this place is an experience - it's amazing how the courses manage to appeal to all of your senses. They're just astounding, with cauliflower cooked and plated to look like trees, pillows of air that emit scent when the plate is set, little spheres of stuff that explode in your mouth. Everything was imaginative and revolutionary. Service was great - attentive but not pushy. One thing to note - budget a lot of time for this dinner. The 20-course meal took three hours!"
690,"I think most of it has been said. The food is creative to the point of being a bit ridiculous. I ate so many things that came with instructions of what to do, that I had to laugh. But the compositions are thoughtful. The tastes are almost uniformly pleasant. The wine pairings are spot-on. The service is casual yet professional. And the atmosphere is tasteful and mature, without being stuffy. Come here for a special occasion, though I would not call it ""romantic,"" as it's a bit too austere for that."
691,"FABULOUS. Very inventive menu with clever presentations using what often looked like executive office toys. We both left full after the 24 course tasting menu with wine pairings. That's a lot of courses, but it didn't feel like our meal took over 4 hours. After reading some other reviews, we both couldn't imagine needing anything additional to eat afterwards."
692,"Lots has already been said about this place so I'm not sure how much new light I can shed on the place. Except, after travelling around the U.S. for the past several months and eating at some terrific places (Blue Duck Tavern, Redd, Cochon, Zuni Cafe, Slanted Door, Luke for starters) not one tops Alinea. So much better than any Tom Keller place. Yes expensive, but you can be assured that you will have a truly amazing dining experience. The food: not everything works but so much does and your taste buds and brain never get tired of anything. It's like you are on a food adventure with the chef. I worried before going about the overhandling/preciousness/food science over just simple enjoyment of good food. But the chef's touch is just right--bringing out the best of each item you eat, finding impossibly wonderful combinations of flavors, textures, and temperatures. Most importantly, you trust the chef to deliver no matter what you are eating. The wine: amazing pairings! Wines I might never have tasted and each went absolutely seamlessly with the food. Service: outstanding. Don't judge a book by its cover--much of the wait staff look a tad scruffy with sloppy facial hair, haircuts, and ill fitting suits. But all were incredibly impressive. Amazing balance between being very professional but not off putting, knowledgeable (especially the sommelier) and warm while leaving you space to enjoy your meal. You feel appropriately watched over but also comfortable enjoying your experience. If you could only pick one place in the U.S. to have your most memorable meal, this would be THE place."
693,"Alinea was amazing. The food and service were spectacular. Our waiter had lots of interesting things to say about the dishes and seemed happy to answer our additional questions as well.I did the wine pairings and the 12 course meal. Each dish had it's own unique presentation, including one that was placed on some sort of lavender scented pillow that slowly deflated during the course. I was expecting that it would be great, but have to mention that I do not consider myself a huge foodie. I'd rather go to a good BYOB place and bring my own medium priced bottle of wine. That said, I think Alinea was worth every penny."
694,"I really can't say anything more than what's been said already. I've never had a dining experience like Alinea's. For each dish, my palette traveled to another plane of existence. Get ready to put forward a lot of dough for that trip, though. One tip: don't gorge on the food, eat it slowly. I have a tendency to shovel my food, so I had to curb that habit. You'll appreciate the food more."
695,"Truly the most unique and inspiring dining experiences I've had in Chicago, or the world for that matter! The service, food, decor were all top notch, though I have to say that the full touring menu with the wine pairing was a bit much, we were struggling by dish #20! Still fantastic though."
696,"Best restaurant in Chicago, hands down. This review is coming a year after I actually went with my girlfriend, and we still can't stop talking about it. Yes, it's pricey, but well worth the experience. Instead of having a sexy dinner somewhere and going to a show/sporting event/night of binge drinking after, you can spend the same amount on a night at Alinea for a perfect experience. The 12 course tasting with wine pairings left us very satisfied."
697,"I was a frequent diner at Trio when Grant was there, where I was a great fan of his innovation, execution, and playfulness. When Alinea first opened I was there the first week. While it was very impressive, it somehow did not rise to my soaring expectations. Of course it was the first week, and I would not hold it against them. Finally, years later, I had the chance to come back. I have no hesitation in saying that it was the BEST MEAL OF MY LIFE! The playfulness I remember from Trio has returned in full force, but is now mature, sophisticated, and complex. And the classic courses are not only perfectly executed, but they are so fresh and exciting that you feel as though you could be eating them for the first time in the early 20th century. If there is a restaurant that absolutely deserves your hard-earned dollars in this economy, THIS IS IT!!!!"
